name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Smoot,00-0033907,no,JAX,N/A,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Ankou,00-0033598,no,JAX,N/A,7,0,0,1.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Bouye,00-0030228,no,JAX,CB,3,0,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Posluszny,00-0025421,no,JAX,MLB,18,0,0,1.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Mariota,00-0032268,no,TEN,QB,0,0,0,0,0,1,1,2,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,281,15,13,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,174,60,5,0,0,312
D.Henry,00-0032764,no,TEN,RB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,66,11,1,0,0,136,176,327,171,5,0,0,744
D.Murray,00-0028009,no,TEN,RB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,7,39,1,0,0,266,184,232,87,6,0,0,659
D.Walker,00-0024389,no,TEN,TE,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,30,74,3,0,0,807,2,-2,1,1,0,0,-2
C.Davis,00-0033871,no,TEN,N/A,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,34,0,0,0,375,0,0,0,0,0,0,0
R.Matthews,00-0029580,no,TEN,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,154,53,4,0,0,795,1,-3,0,0,0,0,-3
T.Taylor,00-0033911,no,TEN,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,53,16,1,0,0,231,8,44,0,0,0,0,43
E.Decker,00-0027690,no,TEN,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,11,54,1,0,0,563,0,0,0,0,0,0,0
R.Succop,00-0026968,no,TEN,K,0,0,0,0,0,0,0,0,0,0,41,35,630,105,32,1,31,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Kern,00-0025825,no,TEN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,28,938,75,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Jackson,00-0033878,no,TEN,N/A,9,3,0,0,61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,261,363,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,121,205,0,34,0,0,0,0,0,0,0,0,5,45,0,0,0,0,55
L.Ryan,00-0030411,no,TEN,CB,13,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Orakpo,00-0026989,no,TEN,OLB,14,2,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Johnson,00-0032763,no,TEN,NT,9,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Williamson,00-0031263,no,TEN,ILB,40,2,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Smith,00-0031597,no,TEN,0,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Cyprien,00-0030538,no,TEN,SS,19,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Klug,00-0028080,no,TEN,DE,4,0,0,1.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Walden,00-0026307,no,TEN,OLB,11,0,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Searcy,00-0028038,no,TEN,SS,11,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.McCain,00-0026935,no,TEN,DB,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Byard,00-0033132,no,TEN,SAF,25,0,8,0,62,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Jones,00-0031054,no,TEN,DE,12,0,0,3.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Morgan,00-0027868,no,TEN,OLB,16,0,0,7.5,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Williams,00-0030577,no,TEN,NT,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.Woodyard,00-0025828,no,TEN,ILB,40,0,0,4,81,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Brown,00-0033954,no,TEN,N/A,14,0,0,1.5,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Carr,00-0031280,no,OAK,QB,0,0,0,0,0,3,1,7,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,323,13,22,2,2,3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,59,0,0,0,0,66
J.Richard,00-0033025,no,OAK,RB,0,0,0,0,1,3,3,8,3,0,0,0,0,0,0,0,0,0,0,50,65,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,70,113,0,26,0,169,6,27,1,0,0,256,56,178,52,1,0,0,275
M.Lynch,00-0025399,no,OAK,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,20,0,0,0,152,207,252,101,7,0,0,891
D.Washington,00-0032940,no,OAK,RB,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,50,57,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,4,34,1,0,0,197,57,85,13,2,0,0,153
C.Patterson,00-0030578,no,OAK,WR,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,347,393,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,31,0,0,0,309,13,102,90,2,0,0,121
A.Cooper,00-0031544,no,OAK,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,221,48,7,0,0,680,1,4,0,0,0,0,4
S.Roberts,00-0031166,no,OAK,WR,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,19,43,1,0,0,455,0,0,0,0,0,0,0
M.Crabtree,00-0026986,no,OAK,WR,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,94,58,8,2,2,618,0,0,0,0,0,0,0
J.Cook,00-0027061,no,OAK,TE,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,50,54,2,0,0,687,0,0,0,0,0,0,0
G.Tavecchio,00-0028907,no,OAK,0,0,0,0,0,0,0,0,0,0,0,20,16,439,48,34,0,33,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.King,00-0029123,no,OAK,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,28,891,69,3270,0,0,0,0,0,0,0,0,0,0,0,0,2,-14,0,0,0,0,-14
T.Carrie,00-0031269,no,OAK,SS,14,0,0,0,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Nelson,00-0025408,no,OAK,DB,28,2,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.James,00-0033056,no,OAK,OLB,15,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Amerson,00-0030420,no,OAK,CB,4,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Irvin,00-0029193,no,OAK,LB,20,4,0,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Autry,00-0031254,no,OAK,DE,12,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Vanderdoes,00-0033924,no,OAK,N/A,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Morrow,00-0033445,no,OAK,N/A,21,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Ellis,00-0031346,no,OAK,DT,21,0,0,0.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Edwards,00-0032265,no,OAK,DE,8,0,0,3.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Joseph,00-0032888,no,OAK,SAF,21,1,1,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Mack,00-0031040,no,OAK,DE,17,1,0,10.5,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Adams,00-0032094,no,OAK,N/A,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Smith,00-0027037,no,OAK,DB,2,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.McDonald,00-0032212,no,OAK,CB,7,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Lee,00-0033956,no,OAK,N/A,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Cousins,00-0029604,no,WAS,QB,0,0,0,0,0,5,4,13,4,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,347,13,27,0,0,4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,114,21,4,0,0,179
C.Thompson,00-0030404,no,WAS,RB,0,0,0,0,0,2,1,3,1,-2,0,0,0,0,0,0,0,0,0,98,103,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,74,39,4,0,0,510,64,168,61,2,0,0,294
R.Kelley,00-0032371,no,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,18,62,69,2,3,0,0,194
R.Grant,00-0031068,no,WAS,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,74,45,4,0,0,573,0,0,0,0,0,0,0
T.Pryor,00-0028825,no,WAS,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,44,20,1,0,0,240,0,0,0,0,0,0,0
J.Crowder,00-0031941,no,WAS,WR,0,0,0,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,122,0,27,0,314,35,66,3,0,0,789,7,28,0,0,0,0,34
B.Quick,00-0029640,no,WAS,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,6,0,0,0,76,0,0,0,0,0,0,0
J.Reed,00-0030472,no,WAS,TE,0,0,0,0,0,0,2,1,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,27,2,0,0,211,0,0,0,0,0,0,0
M.Foster,00-0028022,no,WAS,ILB,8,0,1,0.5,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Hopkins,00-0030098,no,WAS,K,0,0,0,0,0,0,0,0,0,0,17,14,300,42,19,0,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Way,00-0030140,no,WAS,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,33,887,83,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Breeland,00-0031052,no,WAS,CB,13,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,89,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.McGee,00-0030515,no,WAS,DT,20,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Norman,00-0029285,no,WAS,DB,17,2,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.McClain,00-0028003,no,WAS,DT,3,0,0,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Fuller,00-0033084,no,WAS,CB,12,1,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z.Brown,00-0029566,no,WAS,LB,42,1,0,2.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Ioannidis,00-0032781,no,WAS,N/A,14,1,0,4.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Kerrigan,00-0027954,no,WAS,OLB,12,2,1,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Swearinger,00-0030566,no,WAS,DB,17,1,4,1,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Smith,00-0031935,no,WAS,LB,11,1,2,8,31,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Everett,00-0031844,no,WAS,CB,21,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Allen,00-0033523,no,WAS,N/A,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Wentz,00-0032950,no,PHI,QB,0,0,0,0,0,3,4,9,4,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,265,7,33,5,4,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,153,0,0,0,0,299
D.Sproles,00-0023564,no,PHI,RB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,1,0,31,0,7,0,0,0,73,15,25,0,0,0,0,61
L.Blount,00-0027325,no,PHI,RB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,8,1,0,0,50,173,295,13,2,1,1,766
W.Smallwood,00-0032782,no,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,51,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,13,0,0,0,103,47,87,3,1,0,0,174
B.Celek,00-0025549,no,PHI,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,13,1,0,0,130,0,0,0,0,0,0,0
A.Jeffery,00-0029137,no,PHI,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,139,57,9,3,3,789,0,0,0,0,0,0,0
Z.Ertz,00-0030061,no,PHI,TE,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,63,74,8,1,0,824,0,0,0,0,0,0,0
N.Agholor,00-0031549,no,PHI,WR,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,225,62,8,0,0,768,1,7,0,0,0,0,7
T.Smith,00-0027996,no,PHI,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,247,70,36,2,0,0,430,1,-3,0,0,0,0,-3
F.Cox,00-0029653,no,PHI,DE,11,1,0,5.5,15,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Hicks,00-0032129,no,PHI,ILB,9,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Burton,00-0030710,no,PHI,TE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,75,23,5,0,0,248,0,0,0,0,0,0,0
C.Sturgis,00-0030390,no,PHI,K,0,0,0,0,0,0,0,0,0,0,3,3,50,9,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Jones,00-0022684,no,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,21,851,67,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Vaeao,00-0032859,no,PHI,DT,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Mills,00-0032803,no,PHI,FS,13,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Long,00-0026142,no,PHI,DE,9,4,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Graham,00-0025555,no,PHI,FS,4,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Jernigan,00-0031170,no,PHI,DE,13,0,0,2.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Watkins,00-0031173,no,PHI,DB,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Jenkins,00-0026990,no,PHI,FS,12,1,2,1,57,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
